사업소,호기,일자,황산화물(ppm)기준,황산화물(ppm)평균,질소산화물(ppm)기준,질소산화물(ppm)평균,먼지(㎎/S㎥)기준,먼지(㎎/S㎥)평균,월,NOX_일평균,SOX_일평균,먼지,산소,유량,온도
삼천포,5B호기,202403,140.0,8.2,140.0,2.5,25.0,0.9,202403,2.866129032258064,8.452580645161289,0.6135483870967742,6.36483870967742,63112.533870967745,81.41967741935484
삼천포,6A호기,202403,140.0,8.2,140.0,2.5,25.0,0.9,202403,94.46000000000001,38.05,173.62290322580645,17.267419354838708,18808.299032258066,28.41032258064516
삼천포,6B호기,202403,140.0,8.2,140.0,2.5,25.0,0.9,202403,19.872258064516128,13.104193548387098,95.4790322580645,17.111290322580647,21629.89,32.70258064516129
여수,1호기,202403,,6.3,,19.5,,2.6,202403,4.280322580645161,0.05806451612903226,66.22612903225806,20.538709677419355,1443.1974193548388,17.798709677419353
영흥,1호기,202403,45.0,1.6,55.0,10.1,20.0,3.0,202403,0.8196774193548387,34.57032258064516,641.8777419354839,21.05483870967742,48.009032258064515,4.703870967741936
영흥,2호기,202403,45.0,1.6,55.0,10.1,20.0,3.0,202403,1.5548387096774192,4.1329032258064515,586.8545161290323,21.093225806451613,55.34225806451612,5.291290322580645
영흥,3호기,202403,25.0,14.3,15.0,11.9,5.0,2.2,202403,11.08258064516129,11.924193548387096,29.50903225806452,7.840645161290323,181631.6406451613,75.1974193548387
영흥,4호기,202403,25.0,14.3,15.0,11.9,5.0,2.2,202403,9.850967741935484,13.95483870967742,48.237096774193546,8.440645161290323,166103.38709677418,72.1758064516129
삼천포,5A호기,202403,25.0,8.5,15.0,8.9,5.0,3.0,202403,2.7938709677419356,7.3825806451612905,0.7406451612903227,6.1729032258064525,74425.84516129033,83.88677419354838
삼천포,5B호기,202403,25.0,8.5,15.0,8.9,5.0,3.0,202403,2.866129032258064,8.452580645161289,0.6135483870967742,6.36483870967742,63112.533870967745,81.41967741935484
삼천포,6A호기,202403,25.0,8.5,15.0,8.9,5.0,3.0,202403,94.46000000000001,38.05,173.62290322580645,17.267419354838708,18808.299032258066,28.41032258064516
삼천포,6B호기,202403,25.0,8.5,15.0,8.9,5.0,3.0,202403,19.872258064516128,13.104193548387098,95.4790322580645,17.111290322580647,21629.89,32.70258064516129
분당,1호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,5.863448275862068,,,16.396551724137932,51454.21000000001,107.12137931034482
분당,2호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,4.053793103448276,,,18.910689655172412,20773.944137931034,60.817241379310346
분당,3호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,5.0024137931034485,,,17.28965517241379,38456.35206896551,90.18586206896552
분당,4호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,0.9903448275862069,,,20.793793103448277,310.9589655172414,18.02896551724138
분당,5호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,2.1558620689655172,,,20.389310344827585,6374.496551724138,32.19068965517241
분당,6호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,8.053448275862069,,,15.433793103448275,66168.3724137931,110.09448275862069
분당,7호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,4.540344827586207,,,18.727931034482758,25282.736551724138,54.07206896551724
분당,8호기,202402,35.0,0.0,100.0,8.2,15.0,0.0,202402,8.23551724137931,,,15.327586206896552,65309.33689655172,112.7003448275862
삼천포,3A호기,202402,70.0,16.2,140.0,32.0,25.0,3.8,202402,94.04172413793104,18.299655172413797,74.6851724137931,9.798275862068964,29108.208620689657,77.4548275862069
삼천포,3B호기,202402,70.0,16.2,140.0,32.0,25.0,3.8,202402,33.94034482758621,20.16793103448276,34.39931034482759,9.707931034482758,29680.695172413794,78.98586206896552
삼천포,4A호기,202402,70.0,16.2,140.0,32.0,25.0,3.8,202402,118.3003448275862,8.377931034482758,466.8120689655172,17.408620689655173,17981.13551724138,32.12586206896552
삼천포,4B호기,202402,70.0,16.2,140.0,32.0,25.0,3.8,202402,47.777931034482755,5.341379310344828,97.4644827586207,17.332758620689653,22473.850689655173,27.343103448275862
삼천포,5A호기,202402,140.0,9.5,140.0,2.6,25.0,1.0,202402,14.168965517241379,9.110689655172413,102.64,12.486206896551723,43481.92724137931,55.80413793103448
삼천포,5B호기,202402,140.0,9.5,140.0,2.6,25.0,1.0,202402,17.693793103448275,13.53793103448276,519.8544827586207,12.641379310344828,35595.90103448276,54.31689655172414
삼천포,6A호기,202402,140.0,9.5,140.0,2.6,25.0,1.0,202402,23.138275862068966,15.591379310344829,311.36310344827587,8.314137931034484,61686.54586206897,62.90172413793104
삼천포,6B호기,202402,140.0,9.5,140.0,2.6,25.0,1.0,202402,11.393793103448276,11.205862068965518,774.6275862068966,8.196551724137931,70173.35793103448,78.09172413793102
여수,1호기,202402,,2.7,,18.9,,2.0,202402,18.980689655172416,2.783793103448276,2.056896551724138,7.241379310344827,58525.1075862069,88.70965517241379
영흥,1호기,202402,45.0,1.6,55.0,10.0,20.0,3.0,202402,4.402758620689656,32.30344827586207,672.2586206896551,21.065862068965515,43.97586206896552,2.1989655172413793
영흥,2호기,202402,45.0,1.6,55.0,10.0,20.0,3.0,202402,1.0920689655172415,6.459310344827586,586.0,21.101034482758617,48.54724137931034,2.7055172413793103
영흥,3호기,202402,25.0,15.6,15.0,12.2,5.0,1.9,202402,12.670344827586208,15.76896551724138,1.6248275862068964,5.3244827586206895,119214.27793103448,85.41931034482758
영흥,4호기,202402,25.0,15.6,15.0,12.2,5.0,1.9,202402,11.270689655172415,14.615862068965518,20.923448275862068,7.0006896551724145,188125.51241379313,77.57724137931034
삼천포,5A호기,202402,25.0,10.6,15.0,9.5,5.0,2.5,202402,14.168965517241379,9.110689655172413,102.64,12.486206896551723,43481.92724137931,55.80413793103448
삼천포,5B호기,202402,25.0,10.6,15.0,9.5,5.0,2.5,202402,17.693793103448275,13.53793103448276,519.8544827586207,12.641379310344828,35595.90103448276,54.31689655172414
삼천포,6A호기,202402,25.0,10.6,15.0,9.5,5.0,2.5,202402,23.138275862068966,15.591379310344829,311.36310344827587,8.314137931034484,61686.54586206897,62.90172413793104
삼천포,6B호기,202402,25.0,10.6,15.0,9.5,5.0,2.5,202402,11.393793103448276,11.205862068965518,774.6275862068966,8.196551724137931,70173.35793103448,78.09172413793102
분당,1호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,7.847419354838709,,,15.929032258064517,59079.18161290322,114.38096774193548
분당,2호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,3.569032258064516,,,19.24451612903226,18371.39677419355,54.11354838709677
분당,3호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,5.298709677419355,,,16.82032258064516,44029.254516129025,98.92064516129032
분당,4호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,3.777741935483871,,,18.469032258064516,32387.385483870967,63.756129032258066
분당,5호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,6.3835483870967735,,,17.34258064516129,51374.073870967746,84.86516129032259
분당,6호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,7.759677419354839,,,15.422903225806452,67181.43806451613,109.28774193548388
분당,7호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,6.845806451612903,,,15.971290322580646,60957.90419354839,96.64612903225807
분당,8호기,202401,35.0,0.0,100.0,8.0,15.0,0.0,202401,7.099354838709678,,,16.16548387096774,58339.96870967742,101.11419354838709
삼천포,3A호기,202401,70.0,14.3,140.0,32.4,25.0,4.9,202401,54.77161290322581,22.945483870967742,202.76935483870966,8.623870967741935,62801.984516129036,83.46387096774194
삼천포,3B호기,202401,70.0,14.3,140.0,32.4,25.0,4.9,202401,30.43903225806452,14.871290322580645,46.62,8.510645161290322,64385.68741935484,86.62967741935483
삼천포,4A호기,202401,70.0,14.3,140.0,32.4,25.0,4.9,202401,34.538387096774194,20.72451612903226,82.02451612903226,7.089677419354839,69780.44129032259,83.81129032258065
삼천포,4B호기,202401,70.0,14.3,140.0,32.4,25.0,4.9,202401,34.472903225806455,10.089032258064515,41.24645161290323,7.18,86948.61548387098,78.91290322580646
삼천포,5A호기,202401,140.0,10.5,140.0,2.9,25.0,1.0,202401,9.799032258064516,10.733225806451614,20.43322580645161,8.049999999999999,67740.2864516129,80.05354838709677
삼천포,5B호기,202401,140.0,10.5,140.0,2.9,25.0,1.0,202401,8.962580645161289,12.96483870967742,74.04451612903226,8.152903225806451,56282.34161290323,80.90677419354839
삼천포,6A호기,202401,140.0,10.5,140.0,2.9,25.0,1.0,202401,26.045483870967743,12.94516129032258,216.77193548387098,10.34290322580645,51246.690322580645,55.90548387096774
삼천포,6B호기,202401,140.0,10.5,140.0,2.9,25.0,1.0,202401,17.43516129032258,9.589032258064515,535.5054838709679,10.283548387096776,58393.017096774194,70.09322580645161
여수,1호기,202401,,3.3,,18.7,,1.9,202401,15.3,2.221290322580645,22.311935483870965,11.589354838709676,42297.41741935484,66.20548387096774
영흥,1호기,202401,45.0,1.6,55.0,10.2,20.0,3.1,202401,6.4235483870967744,73.55354838709677,572.0048387096774,21.09935483870968,40.66709677419355,0.9583870967741935
영흥,2호기,202401,45.0,1.6,55.0,10.2,20.0,3.1,202401,1.4138709677419354,6.47,565.5983870967742,21.121935483870967,47.68677419354839,1.2732258064516129
영흥,3호기,202401,25.0,16.0,15.0,12.8,5.0,2.3,202401,12.90516129032258,16.32483870967742,2.141290322580645,4.924193548387097,169861.5958064516,86.48516129032258
영흥,4호기,202401,25.0,16.0,15.0,12.8,5.0,2.3,202401,10.15741935483871,13.055806451612904,102.86451612903227,10.300322580645162,139504.8141935484,66.52967741935484
삼천포,5A호기,202401,25.0,10.1,15.0,9.9,5.0,2.8,202401,9.799032258064516,10.733225806451614,20.43322580645161,8.049999999999999,67740.2864516129,80.05354838709677
삼천포,5B호기,202401,25.0,10.1,15.0,9.9,5.0,2.8,202401,8.962580645161289,12.96483870967742,74.04451612903226,8.152903225806451,56282.34161290323,80.90677419354839
삼천포,6A호기,202401,25.0,10.1,15.0,9.9,5.0,2.8,202401,26.045483870967743,12.94516129032258,216.77193548387098,10.34290322580645,51246.690322580645,55.90548387096774
삼천포,6B호기,202401,25.0,10.1,15.0,9.9,5.0,2.8,202401,17.43516129032258,9.589032258064515,535.5054838709679,10.283548387096776,58393.017096774194,70.09322580645161
분당,1호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,2.1980645161290324,,,20.169999999999998,5485.593225806451,61.24354838709677
분당,2호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,1.486774193548387,,,20.24,5496.398387096774,57.295161290322575
분당,3호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,1.7841935483870968,,,20.140645161290323,6058.902258064516,62.3041935483871
분당,4호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,1.1774193548387097,,,20.39774193548387,3841.126774193548,52.447741935483876
분당,5호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,1.5016129032258063,,,20.366774193548387,4340.648709677419,56.26032258064516
분당,6호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,12.809032258064516,,,19.677096774193547,9686.18,54.94096774193549
분당,7호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,1.6193548387096774,,,19.893548387096775,8577.76870967742,51.17
분당,8호기,202308,35.0,0.0,100.0,9.7,15.0,0.0,202308,13.939032258064517,,,19.710967741935484,10546.456451612905,55.37096774193548
분당,1호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,3.1225806451612903,,,20.378709677419355,3725.4625806451613,58.25806451612903
분당,2호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,1.2483870967741937,,,20.493870967741934,2880.5387096774193,54.56290322580645
분당,3호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,1.4425806451612904,,,20.479032258064517,2713.5716129032257,54.50258064516129
분당,4호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,1.1809677419354838,,,20.651935483870968,1393.0625806451615,45.71806451612903
분당,5호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,1.4709677419354839,,,20.59935483870968,2240.9822580645164,53.31645161290322
분당,6호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,18.67838709677419,,,19.876451612903224,8362.17064516129,52.75290322580645
분당,7호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,1.0232258064516129,,,20.29741935483871,4804.49935483871,44.45193548387097
분당,8호기,202307,35.0,0.0,100.0,11.1,15.0,0.0,202307,18.263870967741934,,,19.870645161290323,9473.893548387097,53.88580645161291
삼천포,3A호기,202307,70.0,15.2,140.0,32.2,25.0,3.6,202307,31.13258064516129,14.137096774193548,4.273548387096775,6.811290322580645,68516.58064516129,97.91258064516128
삼천포,3B호기,202307,70.0,15.2,140.0,32.2,25.0,3.6,202307,29.044516129032257,18.70709677419355,7.159677419354838,6.6651612903225805,51247.21516129032,100.85225806451614
삼천포,4A호기,202307,70.0,15.2,140.0,32.2,25.0,3.6,202307,36.32677419354838,16.698064516129033,255.6325806451613,11.575806451612904,48413.38548387097,74.26870967741935
삼천포,4B호기,202307,70.0,15.2,140.0,32.2,25.0,3.6,202307,22.301290322580645,5.981612903225806,167.1783870967742,11.582258064516129,52452.881290322584,71.22451612903225
삼천포,5A호기,202307,140.0,7.7,140.0,2.1,25.0,1.1,202307,3.4019354838709677,6.404516129032258,10.758064516129032,9.176774193548388,57498.318064516134,71.33806451612904
삼천포,5B호기,202307,140.0,7.7,140.0,2.1,25.0,1.1,202307,3.3748387096774195,6.210967741935484,7.554516129032258,9.061290322580644,51424.738064516125,80.59096774193549
삼천포,6A호기,202307,140.0,7.7,140.0,2.1,25.0,1.1,202307,2.697741935483871,8.71967741935484,82.0725806451613,8.186774193548386,66467.91741935484,75.61580645161291
삼천포,6B호기,202307,140.0,7.7,140.0,2.1,25.0,1.1,202307,2.8167741935483868,4.248064516129032,193.1874193548387,8.061612903225805,60187.24612903225,80.61677419354838
여수,1호기,202307,,0.9,,20.5,,2.1,202307,20.359354838709677,0.8916129032258064,2.072903225806452,6.553548387096774,71479.94580645161,92.58548387096775
영흥,1호기,202307,45.0,1.6,55.0,9.8,20.0,4.7,202307,0.008387096774193548,0.0,139.75967741935486,20.754193548387097,173.9641935483871,23.10451612903226
영흥,2호기,202307,45.0,1.6,55.0,9.8,20.0,4.7,202307,0.9045161290322581,0.0,450.85322580645163,20.93064516129032,60.45967741935484,23.547096774193548
영흥,3호기,202307,25.0,14.0,15.0,11.2,5.0,1.4,202307,10.646774193548387,12.234838709677419,12.845806451612905,7.321935483870967,178799.96419354837,79.23032258064515
영흥,4호기,202307,25.0,14.0,15.0,11.2,5.0,1.4,202307,10.44483870967742,13.591935483870968,1.3551612903225805,4.699032258064515,214238.24483870968,83.43709677419355
삼천포,5A호기,202307,25.0,8.4,15.0,10.1,5.0,2.5,202307,3.4019354838709677,6.404516129032258,10.758064516129032,9.176774193548388,57498.318064516134,71.33806451612904
삼천포,5B호기,202307,25.0,8.4,15.0,10.1,5.0,2.5,202307,3.3748387096774195,6.210967741935484,7.554516129032258,9.061290322580644,51424.738064516125,80.59096774193549
삼천포,6A호기,202307,25.0,8.4,15.0,10.1,5.0,2.5,202307,2.697741935483871,8.71967741935484,82.0725806451613,8.186774193548386,66467.91741935484,75.61580645161291
삼천포,6B호기,202307,25.0,8.4,15.0,10.1,5.0,2.5,202307,2.8167741935483868,4.248064516129032,193.1874193548387,8.061612903225805,60187.24612903225,80.61677419354838
분당,1호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,2.9443333333333332,,,20.111333333333334,6788.982666666667,65.05
분당,2호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,1.7573333333333332,,,20.317,4779.303333333333,58.89633333333333
분당,3호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,1.7423333333333333,,,20.305666666666664,4496.265,53.30366666666667
분당,4호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,1.3116666666666668,,,20.551333333333332,2323.6306666666665,41.278
분당,5호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,2.365333333333333,,,20.442333333333334,3772.3146666666667,54.49166666666667
분당,6호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,21.201,,,20.312333333333335,4070.6936666666666,35.34866666666667
분당,7호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,3.0540000000000003,,,18.401999999999997,24096.058333333334,71.31933333333333
분당,8호기,202306,35.0,0.0,100.0,9.1,15.0,0.0,202306,13.448333333333332,,,18.144000000000002,26521.766,76.79033333333334
삼천포,3A호기,202306,70.0,12.7,140.0,32.7,25.0,4.6,202306,40.682,11.696,178.67299999999997,9.236333333333333,57742.378000000004,85.02466666666666
삼천포,3B호기,202306,70.0,12.7,140.0,32.7,25.0,4.6,202306,27.182333333333336,16.248,156.56533333333334,9.15,43152.058333333334,86.88366666666666
삼천포,4A호기,202306,70.0,12.7,140.0,32.7,25.0,4.6,202306,45.529666666666664,16.259,60.885999999999996,9.912,57447.382333333335,77.78
삼천포,4B호기,202306,70.0,12.7,140.0,32.7,25.0,4.6,202306,26.692666666666664,5.996333333333333,217.126,9.848,61639.50266666667,75.373
삼천포,5A호기,202306,140.0,7.4,140.0,2.1,25.0,1.0,202306,2.0396666666666667,6.145333333333334,10.279666666666666,8.966000000000001,32188.869000000002,70.88733333333333
삼천포,5B호기,202306,140.0,7.4,140.0,2.1,25.0,1.0,202306,2.2116666666666664,6.072,0.44633333333333336,8.766,28555.794666666665,80.49933333333334
삼천포,6A호기,202306,140.0,7.4,140.0,2.1,25.0,1.0,202306,3.68,20.307666666666666,569.6643333333334,10.743,26987.243000000002,67.34366666666666
삼천포,6B호기,202306,140.0,7.4,140.0,2.1,25.0,1.0,202306,4.056666666666667,5.393,95.45633333333333,10.599666666666668,29463.966,67.971
여수,1호기,202306,,1.5,,19.9,,2.0,202306,20.459333333333333,1.4326666666666668,16.572999999999997,7.902666666666666,68085.98166666666,86.05666666666666
영흥,1호기,202306,45.0,1.9,55.0,9.8,20.0,5.5,202306,0.007333333333333333,0.0,133.46966666666668,20.758,131.88,18.483999999999998
영흥,2호기,202306,45.0,1.9,55.0,9.8,20.0,5.5,202306,0.37900000000000006,0.0,423.68933333333337,20.93,46.846333333333334,19.095000000000002
영흥,3호기,202306,25.0,13.3,15.0,11.3,5.0,1.4,202306,8.371333333333332,6.850666666666667,26.559666666666665,12.499333333333334,105568.04166666667,58.68633333333333
영흥,4호기,202306,25.0,13.3,15.0,11.3,5.0,1.4,202306,10.714,13.349666666666668,1.325,4.7636666666666665,216203.22233333334,85.17966666666666
삼천포,5A호기,202306,25.0,9.3,15.0,10.1,5.0,1.7,202306,2.0396666666666667,6.145333333333334,10.279666666666666,8.966000000000001,32188.869000000002,70.88733333333333
삼천포,5B호기,202306,25.0,9.3,15.0,10.1,5.0,1.7,202306,2.2116666666666664,6.072,0.44633333333333336,8.766,28555.794666666665,80.49933333333334
삼천포,6A호기,202306,25.0,9.3,15.0,10.1,5.0,1.7,202306,3.68,20.307666666666666,569.6643333333334,10.743,26987.243000000002,67.34366666666666
삼천포,6B호기,202306,25.0,9.3,15.0,10.1,5.0,1.7,202306,4.056666666666667,5.393,95.45633333333333,10.599666666666668,29463.966,67.971
분당,1호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,3.868387096774194,,,20.399354838709677,3609.934193548387,42.29096774193548
분당,2호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,3.3112903225806454,,,20.45451612903226,3154.0512903225804,41.559677419354834
분당,3호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,2.30258064516129,,,20.70258064516129,818.4029032258065,27.68516129032258
분당,4호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,1.1593548387096773,,,20.680967741935483,751.4138709677419,26.904516129032256
분당,5호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,2.4970967741935484,,,20.74290322580645,174.66677419354838,26.80290322580645
분당,6호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,18.478064516129034,,,19.726129032258065,10107.561612903226,49.619677419354836
분당,7호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,6.714516129032258,,,20.299032258064514,3530.543870967742,38.369354838709675
분당,8호기,202305,35.0,0.0,100.0,11.3,15.0,0.0,202305,20.470000000000002,,,19.852903225806454,9791.001612903225,48.44258064516129
삼천포,3A호기,202305,70.0,14.3,140.0,32.8,25.0,4.6,202305,51.546129032258065,12.777096774193547,30.728387096774192,10.371612903225806,55849.08483870967,76.78451612903227
삼천포,3B호기,202305,70.0,14.3,140.0,32.8,25.0,4.6,202305,30.622258064516128,20.741290322580646,44.38612903225807,10.288064516129033,42040.238064516125,79.49612903225807
삼천포,4A호기,202305,70.0,14.3,140.0,32.8,25.0,4.6,202305,41.76064516129032,19.220000000000002,138.7525806451613,8.880322580645162,64598.5,82.59193548387097
삼천포,4B호기,202305,70.0,14.3,140.0,32.8,25.0,4.6,202305,29.714193548387097,7.71516129032258,53.950967741935486,8.753225806451614,74057.42451612903,78.02741935483871
삼천포,5A호기,202305,140.0,8.1,140.0,3.0,25.0,1.0,202305,4.898387096774194,6.208709677419355,6.161290322580645,8.036774193548387,67317.39032258064,70.64
삼천포,5B호기,202305,140.0,8.1,140.0,3.0,25.0,1.0,202305,5.567741935483871,6.766451612903226,9.761935483870968,7.6980645161290315,56804.76225806452,78.70258064516129
삼천포,6A호기,202305,140.0,8.1,140.0,3.0,25.0,1.0,202305,4.773225806451613,6.314516129032258,10.447096774193549,7.419354838709677,62596.96129032258,80.70677419354838
삼천포,6B호기,202305,140.0,8.1,140.0,3.0,25.0,1.0,202305,5.216451612903226,7.296774193548388,17.445483870967742,7.25,71133.11741935484,81.26612903225806
여수,1호기,202305,,2.2,,18.6,,2.3,202305,39.42290322580645,0.4658064516129033,141.6274193548387,18.104193548387098,12330.656774193549,32.84806451612903
영흥,1호기,202305,45.0,1.9,55.0,10.2,20.0,5.6,202305,0.017741935483870968,0.0,146.8358064516129,20.769032258064517,32.75354838709678,15.104516129032259
영흥,2호기,202305,45.0,1.9,55.0,10.2,20.0,5.6,202305,0.5812903225806452,0.0,531.6196774193548,20.942903225806454,24.12,15.709032258064516
영흥,3호기,202305,25.0,14.7,15.0,11.7,5.0,1.5,202305,9.787741935483872,12.769032258064517,21.66709677419355,8.23,154596.40193548388,75.13806451612903
영흥,4호기,202305,25.0,14.7,15.0,11.7,5.0,1.5,202305,11.436129032258064,13.961935483870967,1.4125806451612903,4.578064516129031,224038.3187096774,84.32354838709676
삼천포,5A호기,202305,25.0,9.9,15.0,10.8,5.0,1.3,202305,4.898387096774194,6.208709677419355,6.161290322580645,8.036774193548387,67317.39032258064,70.64
삼천포,5B호기,202305,25.0,9.9,15.0,10.8,5.0,1.3,202305,5.567741935483871,6.766451612903226,9.761935483870968,7.6980645161290315,56804.76225806452,78.70258064516129
삼천포,6A호기,202305,25.0,9.9,15.0,10.8,5.0,1.3,202305,4.773225806451613,6.314516129032258,10.447096774193549,7.419354838709677,62596.96129032258,80.70677419354838
삼천포,6B호기,202305,25.0,9.9,15.0,10.8,5.0,1.3,202305,5.216451612903226,7.296774193548388,17.445483870967742,7.25,71133.11741935484,81.26612903225806
분당,1호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,3.0420000000000003,,,20.595333333333333,1738.468,37.37533333333333
분당,2호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,1.7023333333333333,,,20.604333333333333,1898.1956666666667,34.542
분당,3호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,1.430344827586207,,,20.671724137931037,1482.7989655172414,29.981724137931035
분당,4호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,1.113,,,20.749333333333333,346.06733333333335,21.733999999999998
분당,5호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,1.9633333333333334,,,20.701,777.783,27.778333333333332
분당,6호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,12.864,,,17.949333333333335,28759.630666666668,84.378
분당,7호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,1.2813333333333332,,,19.979333333333333,8409.498,42.477
분당,8호기,202304,35.0,0.0,100.0,9.4,15.0,0.0,202304,15.287666666666667,,,18.549,23937.701666666668,74.74766666666666
삼천포,3A호기,202304,70.0,15.3,140.0,33.4,25.0,3.3,202304,40.14833333333333,13.293000000000001,15.620000000000001,8.888666666666666,62684.99566666667,83.818
삼천포,3B호기,202304,70.0,15.3,140.0,33.4,25.0,3.3,202304,33.18233333333333,17.708000000000002,19.136333333333333,8.804333333333334,47004.049666666666,86.44699999999999
삼천포,4A호기,202304,70.0,15.3,140.0,33.4,25.0,3.3,202304,64.61133333333333,14.217333333333332,232.16199999999998,14.761666666666665,32742.04666666667,51.924
삼천포,4B호기,202304,70.0,15.3,140.0,33.4,25.0,3.3,202304,38.69733333333333,5.608666666666666,609.529,14.699666666666667,38477.020333333334,50.267
삼천포,5A호기,202304,140.0,7.5,140.0,3.1,25.0,1.0,202304,8.917,6.717333333333333,27.517666666666667,11.952666666666666,46980.325,56.178
삼천포,5B호기,202304,140.0,7.5,140.0,3.1,25.0,1.0,202304,5.804666666666666,5.479,40.845666666666666,11.779,38685.621999999996,52.759
삼천포,6A호기,202304,140.0,7.5,140.0,3.1,25.0,1.0,202304,6.260666666666666,6.093333333333334,10.904666666666666,7.734666666666667,60580.420000000006,81.304
삼천포,6B호기,202304,140.0,7.5,140.0,3.1,25.0,1.0,202304,5.899666666666667,6.646333333333333,84.72666666666667,7.559333333333333,69591.842,81.98333333333333
여수,1호기,202304,,6.3,,20.1,,2.3,202304,22.460666666666665,5.271333333333333,28.900333333333332,9.135,73441.49666666666,78.865
영흥,1호기,202304,45.0,1.7,55.0,9.9,20.0,5.2,202304,0.014,0.0,118.369,20.701,281.30833333333334,10.109666666666667
영흥,2호기,202304,45.0,1.7,55.0,9.9,20.0,5.2,202304,0.0023333333333333335,0.0,147.52266666666668,20.795333333333335,222.33066666666667,10.695666666666666
영흥,3호기,202304,25.0,14.9,15.0,11.8,5.0,1.5,202304,12.202333333333334,15.794666666666668,1.5646666666666667,4.485333333333333,227717.7713333333,85.59933333333333
영흥,4호기,202304,25.0,14.9,15.0,11.8,5.0,1.5,202304,11.431666666666667,14.012666666666666,1.4966666666666666,4.678333333333333,224468.23700000002,84.188
삼천포,5A호기,202304,25.0,8.6,15.0,9.8,5.0,2.1,202304,8.917,6.717333333333333,27.517666666666667,11.952666666666666,46980.325,56.178
삼천포,5B호기,202304,25.0,8.6,15.0,9.8,5.0,2.1,202304,5.804666666666666,5.479,40.845666666666666,11.779,38685.621999999996,52.759
삼천포,6A호기,202304,25.0,8.6,15.0,9.8,5.0,2.1,202304,6.260666666666666,6.093333333333334,10.904666666666666,7.734666666666667,60580.420000000006,81.304
삼천포,6B호기,202304,25.0,8.6,15.0,9.8,5.0,2.1,202304,5.899666666666667,6.646333333333333,84.72666666666667,7.559333333333333,69591.842,81.98333333333333
분당,1호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,20.016129032258064,,,19.820967741935487,10335.244193548388,44.193548387096776
분당,2호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,5.538387096774193,,,18.04032258064516,26064.36741935484,76.65838709677419
분당,3호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,6.031290322580645,,,18.065483870967743,28883.53129032258,78.5783870967742
분당,4호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,4.073225806451613,,,18.629354838709677,22017.81258064516,57.79129032258064
